Travel;Axle_Path_steepness;
0;107.280;
10;105.935;
20;104.599;
30;103.271;
40;101.951;
50;100.636;
60;99.328;
70;98.024;
80;96.725;
90;95.429;
100;94.135;
110;92.844;
120;91.555;
130;90.266;
140;88.977;
145;88.332;
