Travel;Axle_Path_radius;
0;464.533;
10;464.533;
20;464.533;
30;464.533;
40;464.533;
50;464.533;
60;464.533;
70;464.533;
80;464.533;
90;464.533;
100;464.533;
110;464.533;
120;464.533;
130;464.533;
