Travel;Axle_Path_steepness;
0;99.761;
10;98.512;
20;97.268;
30;96.027;
40;94.788;
50;93.552;
60;92.318;
70;91.084;
80;89.851;
90;88.618;
100;87.385;
110;86.150;
120;84.913;
130;83.674;
140;82.432;
150;81.187;
160;79.937;
170;78.682;
180;77.422;
190;76.156;
200;74.882;
210;73.601;
220;72.312;
