Travel;Axle_Path_radius;
0;760.180;
10;743.772;
20;728.892;
30;715.219;
40;702.513;
50;690.592;
60;679.317;
70;668.579;
80;658.288;
90;648.375;
100;638.781;
110;629.458;
120;620.367;
130;611.472;
140;602.745;
150;594.162;
160;585.700;
170;577.341;
180;569.067;
190;560.865;
200;552.720;
210;544.619;
220;536.553;
