Travel;RW_X;RW_Y;BB_X;BB_Y;FW_X;FW_Y;SHK1_X;SHK1_Y;SHK2_X;SHK2_Y;L1FR_X;L1FR_Y;SWL1_X;SWL1_Y;L1L2_X;L1L2_Y;FRL2_X;FRL2_Y;IC_X;IC_Y;CC_X;CC_Y;CG_X;CG_Y;CGAR_X;CGAR_Y;
-41;0.0;0.0;438.0;-37.0;1257.0;0.0;632.0;375.5;390.5;180.5;419.0;34.5;45.0;-8.0;364.0;187.0;460.0;175.5;1044.1;105.5;382.2;38.6;434.1;763.0;432.4;563.0;
-40;-0.1;1.0;438.0;-37.0;1257.0;0.0;632.0;375.5;390.5;181.0;419.0;34.5;44.9;-7.0;364.1;187.6;460.0;175.5;1034.0;102.8;382.9;38.7;434.1;763.0;432.4;563.0;
-30;-1.0;11.0;438.0;-37.0;1257.0;0.0;632.0;375.5;391.0;185.5;419.0;34.5;44.0;2.5;365.1;194.0;460.0;175.5;951.3;79.9;388.6;39.2;434.1;763.0;432.4;563.0;
-20;-1.5;21.0;438.0;-37.0;1257.0;0.0;632.0;375.5;391.8;189.9;419.0;34.5;43.3;12.0;366.5;200.0;460.0;175.5;890.9;62.7;392.8;39.4;434.1;763.0;432.4;563.0;
-10;-1.9;31.0;438.0;-37.0;1257.0;0.0;632.0;375.5;392.9;194.1;419.0;34.5;42.8;21.5;368.2;205.7;460.0;175.5;843.8;49.2;396.0;39.6;434.1;763.0;432.4;563.0;
0;-2.0;41.0;438.0;-37.0;1257.0;0.0;632.0;375.5;394.1;198.2;419.0;34.5;42.6;31.0;370.2;211.2;460.0;175.5;805.4;38.1;398.6;39.6;434.1;763.0;432.4;563.0;
10;-1.8;51.0;438.0;-37.0;1257.0;0.0;632.0;375.5;395.6;202.0;419.0;34.5;42.6;40.4;372.4;216.5;460.0;175.5;772.9;29.0;400.8;39.5;434.1;763.0;432.4;563.0;
20;-1.4;61.0;438.0;-37.0;1257.0;0.0;632.0;375.5;397.2;205.8;419.0;34.5;42.9;49.8;375.0;221.6;460.0;175.5;744.6;21.2;402.6;39.5;434.1;763.0;432.4;563.0;
30;-0.8;71.0;438.0;-37.0;1257.0;0.0;632.0;375.5;399.1;209.3;419.0;34.5;43.4;59.2;377.8;226.4;460.0;175.5;719.5;14.7;404.1;39.4;434.1;763.0;432.4;563.0;
40;0.2;81.0;438.0;-37.0;1257.0;0.0;632.0;375.5;401.1;212.8;419.0;34.5;44.1;68.6;380.9;231.1;460.0;175.5;696.8;9.2;405.5;39.2;434.1;763.0;432.4;563.0;
50;1.3;91.0;438.0;-37.0;1257.0;0.0;632.0;375.5;403.4;216.1;419.0;34.5;45.1;77.9;384.2;235.5;460.0;175.5;676.0;4.6;406.7;39.1;434.1;763.0;432.4;563.0;
60;2.7;101.0;438.0;-37.0;1257.0;0.0;632.0;375.5;405.8;219.3;419.0;34.5;46.3;87.3;387.7;239.7;460.0;175.5;656.6;0.8;407.8;39.0;434.1;763.0;432.4;563.0;
70;4.4;111.0;438.0;-37.0;1257.0;0.0;632.0;375.5;408.3;222.3;419.0;34.5;47.8;96.6;391.5;243.7;460.0;175.5;638.5;-2.2;408.8;38.8;434.1;763.0;432.4;563.0;
80;6.3;121.0;438.0;-37.0;1257.0;0.0;632.0;375.5;411.1;225.1;419.0;34.5;49.4;105.9;395.5;247.5;460.0;175.5;621.4;-4.6;409.7;38.6;434.1;763.0;432.4;563.0;
90;8.5;131.0;438.0;-37.0;1257.0;0.0;632.0;375.5;414.0;227.8;419.0;34.5;51.3;115.2;399.7;251.1;460.0;175.5;605.2;-6.4;410.6;38.4;434.1;763.0;432.4;563.0;
100;10.9;141.0;438.0;-37.0;1257.0;0.0;632.0;375.5;417.1;230.4;419.0;34.5;53.5;124.5;404.1;254.4;460.0;175.5;589.7;-7.5;411.4;38.2;434.1;763.0;432.4;563.0;
109;13.3;150.0;438.0;-37.0;1257.0;0.0;632.0;375.5;420.0;232.5;419.0;34.5;55.7;132.8;408.3;257.2;460.0;175.5;576.3;-8.1;?;?;434.1;763.0;432.4;563.0;

RW = Rear Axle
BB = Bottom bracket
FW = Front Axle
SHK1 = Shock eye 1
SHK2 = Shock eye 2
L1FR = First link fix pivot
SWL1 = Swingarm/Link pivot
L1L2 = Rear bar/Rocker pivot
FRL2 = Rocker fix pivot
IC = Instant center
CC = Center of curvature
CG = Center of Gravity
CGAR = Anti-rise Center of Gravity
