Travel;RW_X;RW_Y;BB_X;BB_Y;FW_X;FW_Y;SHK1_X;SHK1_Y;SHK2_X;SHK2_Y;L1FR_X;L1FR_Y;SWL1_X;SWL1_Y;L1L2_X;L1L2_Y;FRL2_X;FRL2_Y;IC_X;IC_Y;CC_X;CC_Y;CG_X;CG_Y;CGAR_X;CGAR_Y;
0;-439.0;20.0;0.0;0.0;807.3;20.0;281.3;374.0;16.2;258.8;50.5;184.0;43.6;258.6;15.0;75.0;22.5;40.5;59.7;84.7;87.0;88.3;-9.3;750.0;-5.1;600.0;
10;-440.2;30.0;0.0;0.0;807.3;20.0;281.3;374.0;19.8;260.4;50.5;184.0;47.1;258.8;14.8;75.9;22.5;40.5;55.0;84.6;72.7;86.5;-9.3;750.0;-5.1;600.0;
20;-441.2;40.0;0.0;0.0;807.3;20.0;281.3;374.0;23.4;261.7;50.5;184.0;50.6;258.9;14.6;76.6;22.5;40.5;50.3;84.4;58.2;85.1;-9.3;750.0;-5.1;600.0;
30;-442.0;50.0;0.0;0.0;807.3;20.0;281.3;374.0;27.2;262.9;50.5;184.0;54.2;258.8;14.5;77.3;22.5;40.5;45.5;84.1;43.4;83.9;-9.3;750.0;-5.1;600.0;
40;-442.6;60.0;0.0;0.0;807.3;20.0;281.3;374.0;31.0;264.0;50.5;184.0;57.8;258.6;14.4;77.9;22.5;40.5;40.7;83.6;28.1;83.0;-9.3;750.0;-5.1;600.0;
50;-443.0;70.0;0.0;0.0;807.3;20.0;281.3;374.0;34.9;264.8;50.5;184.0;61.4;258.1;14.3;78.4;22.5;40.5;35.6;83.0;11.8;82.4;-9.3;750.0;-5.1;600.0;
60;-443.1;80.0;0.0;0.0;807.3;20.0;281.3;374.0;39.0;265.5;50.5;184.0;65.1;257.5;14.2;78.8;22.5;40.5;30.2;82.3;-5.3;82.1;-9.3;750.0;-5.1;600.0;
70;-443.1;90.0;0.0;0.0;807.3;20.0;281.3;374.0;43.1;266.0;50.5;184.0;68.9;256.6;14.1;79.1;22.5;40.5;24.6;81.3;-24.0;82.2;-9.3;750.0;-5.1;600.0;
80;-442.8;100.0;0.0;0.0;807.3;20.0;281.3;374.0;47.4;266.3;50.5;184.0;72.6;255.6;14.1;79.2;22.5;40.5;18.4;80.2;-44.5;82.9;-9.3;750.0;-5.1;600.0;
90;-442.2;110.0;0.0;0.0;807.3;20.0;281.3;374.0;51.9;266.3;50.5;184.0;76.5;254.3;14.1;79.2;22.5;40.5;11.6;78.7;-67.3;84.1;-9.3;750.0;-5.1;600.0;
100;-441.4;120.0;0.0;0.0;807.3;20.0;281.3;374.0;56.5;266.1;50.5;184.0;80.4;252.7;14.1;79.1;22.5;40.5;3.9;76.9;-93.2;86.3;-9.3;750.0;-5.1;600.0;
110;-440.3;130.0;0.0;0.0;807.3;20.0;281.3;374.0;61.3;265.6;50.5;184.0;84.4;250.8;14.2;78.8;22.5;40.5;-4.9;74.6;-122.8;89.6;-9.3;750.0;-5.1;600.0;
120;-438.8;140.0;0.0;0.0;807.3;20.0;281.3;374.0;66.4;264.8;50.5;184.0;88.5;248.6;14.3;78.2;22.5;40.5;-15.5;71.7;-157.4;94.6;-9.3;750.0;-5.1;600.0;
130;-437.0;150.0;0.0;0.0;807.3;20.0;281.3;374.0;71.8;263.5;50.5;184.0;92.7;245.9;14.5;77.3;22.5;40.5;-28.7;67.9;-198.0;102.0;-9.3;750.0;-5.1;600.0;
140;-434.8;160.0;0.0;0.0;807.3;20.0;281.3;374.0;77.7;261.7;50.5;184.0;97.2;242.6;14.8;76.0;22.5;40.5;-46.2;62.8;-246.0;112.8;-9.3;750.0;-5.1;600.0;
150;-432.0;170.0;0.0;0.0;807.3;20.0;281.3;374.0;84.2;259.1;50.5;184.0;102.0;238.4;15.2;74.1;22.5;40.5;-71.6;55.2;-302.3;128.7;-9.3;750.0;-5.1;600.0;
160;-428.2;180.0;0.0;0.0;807.3;20.0;281.3;374.0;92.0;255.1;50.5;184.0;107.6;232.5;15.9;70.9;22.5;40.5;-116.1;42.2;?;?;-9.3;750.0;-5.1;600.0;

RW = Rear Axle
BB = Bottom bracket
FW = Front Axle
SHK1 = Shock eye 1
SHK2 = Shock eye 2
L1FR = First link fix pivot
SWL1 = Rear triangle/Link pivot
L1L2 = Rear triangle/Slider pivot
FRL2 = Slider axle point
IC = Instant center
CC = Center of curvature
CG = Center of Gravity
CGAR = Anti-rise Center of Gravity
