Travel;Axle_Path_radius;
0;460.335;
10;460.335;
20;460.335;
30;460.335;
40;460.335;
50;460.335;
60;460.335;
70;460.335;
80;460.335;
90;460.335;
100;460.335;
110;460.335;
120;460.335;
130;460.335;
140;460.335;
150;460.335;
160;460.335;
170;460.335;
179;460.335;
