Travel;Pedal-kickback;
0;0.000;
10;1.590;
20;3.149;
30;4.679;
40;6.185;
50;7.670;
60;9.134;
70;10.581;
80;12.012;
90;13.426;
100;14.824;
110;16.205;
120;17.566;
130;18.906;
140;20.220;
150;21.502;
160;22.747;
170;23.943;
180;25.076;
190;26.127;
200;27.060;
207;27.613;
