Travel;Axle_Path_radius;
0;404.645;
10;404.645;
20;404.645;
30;404.645;
40;404.645;
50;404.645;
60;404.645;
70;404.645;
80;404.645;
90;404.645;
100;404.645;
110;404.645;
120;404.645;
130;404.645;
140;404.645;
150;404.645;
